Target,Toxins,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,primary,PK,AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 28],Pre-dose on Day 28 and multiple time poi,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,primary,PK,AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 1],Pre-dose on Day 1 and multiple time poin,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,primary,PK,AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 8],Pre-dose on Day 8 and multiple time poin,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,primary,PK,AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 28],Pre-dose on Day 28 and multiple time poi,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,primary,PK,AUC∞: Area Under the Plasma Concentration-Time Curve From Time 0 to Infinity for TAK-071 Relative Bioavailability and Food Effect,Pre-dose on Day 21 and multiple time poi,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,primary,PK,AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil,Pre-dose on Day 1 and at multiple time p,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,primary,PK,"AUC∞: Area Under the Concentration-Time Curve From Time 0 to Infinity, Calculated Using the Observed Value of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants",Pre-dose on Day 1 and at multiple time p,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,primary,PK,"AUC∞: Area Under the Concentration-Time Curve From Time 0 to Infinity, Calculated Using the Observed Value of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants TAK-071 + Donepezil",Pre-dose on Day 1 and at multiple time p,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Non-Japanese Participants,Pre-dose on Day 1 and at multiple time p,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Japanese Participants,Pre-dose on Day 1 and multiple time poin,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Non-Japanese,Pre-dose on Day 1 and at multiple time p,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 Relative Bioavailability and Food Effect,Pre-dose on Day 1 and multiple time poin,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil,Pre-dose on Day 1 and multiple time poin,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,Accumulation Ratio Based on AUCτ (Rac[AUC]) for TAK-071 MRD Non-Japanese Participants,Pre-dose on Day 21 and at multiple time,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,Accumulation Ratio Based on AUCτ (Rac[AUC]) for TAK-071 MRD Japanese Participants,Pre-dose on Day 28 and at multiple time,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,Accumulation Ratio Based on Plasma Cmax (Rac[Cmax]) for TAK-071 MRD Non-Japanese Participants,Pre-dose on Day 21 and at multiple time,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,Accumulation Ratio Based on Plasma Cmax (Rac[Cmax]) for TAK-071 MRD Japanese Participants,Pre-dose on Day 28 and at multiple time,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,Tmax: Time to Reach the Maximum Plasma Concentration (Cmax) for Donepezil MRD Non-Japanese Participants,Pre-dose on Days -1 and 21 and multiple,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,Cmax: Maximum Observed Plasma Concentration for Donepezil MRD Non-Japanese Participants,Pre-dose on Days -1 and 21 and multiple,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours Post-dose for Donepezil,Pre-dose on Days -1 and 21 and multiple,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,Ratio of Geometric Mean of Cmax for Donepezil After 21 Daily Doses of TAK-071,Pre-dose on Days -1 and 21 and multiple,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02769065,https://clinicaltrials.gov/study/NCT02769065,Phase 1,Terminated,secondary,PK,Ratio of Geometric Mean of AUC(0-24) for Donepezil After 21 Daily Doses of TAK-071,Pre-dose on Days -1 and 21 and multiple,Alzheimer Disease; Healthy Volunteers,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02918266,https://clinicaltrials.gov/study/NCT02918266,Phase 1,Terminated,secondary,PK,Cmax: Maximum Observed Plasma Concentration for TAK-071,Part 1: Day 1 pre-TAK-071 dose and at mu,Healthy Volunteers,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02918266,https://clinicaltrials.gov/study/NCT02918266,Phase 1,Terminated,secondary,PK,Tmax: Time to Reach the Maximum Observed Plasma Concentration(Cmax) for TAK-071,Part 1: Day 1 pre-TAK-071 dose and at mu,Healthy Volunteers,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02918266,https://clinicaltrials.gov/study/NCT02918266,Phase 1,Terminated,secondary,PK,AUClast: Area Under the Plasma Concentration-time Curve From Time 0 to the Time of the Last Quantifiable Concentration for TAK-071,Part 1: Day 1 pre-TAK-071 dose and at mu,Healthy Volunteers,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02918266,https://clinicaltrials.gov/study/NCT02918266,Phase 1,Terminated,secondary,PK,AUC24: Area Under the Plasma Concentration-time Curve From Time 0 to 24 Hours Postdose for TAK-071,Part 1: Day 1 pre-TAK-071 dose and at mu,Healthy Volunteers,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02918266,https://clinicaltrials.gov/study/NCT02918266,Phase 1,Terminated,secondary,PK,AUCt1-t2: Area Under the Plasma Concentration-Time Curve From Time t1 to Time t2 for TAK-071,Part 1: Day 1 pre-TAK-071 dose and at mu,Healthy Volunteers,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT02918266,https://clinicaltrials.gov/study/NCT02918266,Phase 1,Terminated,secondary,PK,AUC∞: Area Under the Plasma Concentration-Time Curve From Time 0 to Infinity for TAK-071,Part 1: Day 1 pre-TAK-071 dose and at mu,Healthy Volunteers,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03030105,https://clinicaltrials.gov/study/NCT03030105,Phase 1,Completed,other,PK,Plasma concentrations of BPN14770,"Plasma BPN14770 concentrations at 0, 2.5",Alzheimer Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03259958,https://clinicaltrials.gov/study/NCT03259958,Phase 1,Completed,primary,PK,"PK, AUC",Blood samples for donepezil PK will be c,Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03259958,https://clinicaltrials.gov/study/NCT03259958,Phase 1,Completed,primary,PK,"PK, Cmax",Blood samples for donepezil PK will be c,Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03316898,https://clinicaltrials.gov/study/NCT03316898,Phase 1,Withdrawn,primary,PK,Cmax: Maximum Plasma concentration for AGN-242071,Day 28,Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03316898,https://clinicaltrials.gov/study/NCT03316898,Phase 1,Withdrawn,primary,PK,AUC: Area Under the Curve for AGN-242071,Day 28,Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03432195,https://clinicaltrials.gov/study/NCT03432195,Phase 1,Completed,primary,PK,"Pharmacokinetics, AUC",Blood samples for donepezil PK will be c,Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03432195,https://clinicaltrials.gov/study/NCT03432195,Phase 1,Completed,primary,PK,"Pharmacokinetics, CMAX",Blood samples for donepezil PK will be c,Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03438604,https://clinicaltrials.gov/study/NCT03438604,Phase 1,Completed,primary,PK,"Pharmacokinetics, Cmax",Blood samples for donepezil PK will be c,Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03438604,https://clinicaltrials.gov/study/NCT03438604,Phase 1,Completed,primary,PK,"Pharmacokinetics, AUC",Blood samples for the Donepezil PK will,Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03569579,https://clinicaltrials.gov/study/NCT03569579,Phase 1,Completed,primary,PK,AUCt of Memantine,"1Day 0h, 1h, 2h, 3h, 4h, 5h, 6h, 7h, 8h,",Central Nervous System Diseases,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03569579,https://clinicaltrials.gov/study/NCT03569579,Phase 1,Completed,primary,PK,Cmax of Memantine,"1Day 0h, 1h, 2h, 3h, 4h, 5h, 6h, 7h, 8h,",Central Nervous System Diseases,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03569579,https://clinicaltrials.gov/study/NCT03569579,Phase 1,Completed,secondary,PK,AUCinf of Memantine,"1Day 0h, 1h, 2h, 3h, 4h, 5h, 6h, 7h, 8h,",Central Nervous System Diseases,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03698695,https://clinicaltrials.gov/study/NCT03698695,Phase 1,Completed,other,PK,Pharmacokinetics Plasma concentration of donepezil and mefloquine,29 days,Alzheimer Disease; Cognitive Impairment,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03905096,https://clinicaltrials.gov/study/NCT03905096,Phase 1,Completed,primary,PK,Area Under the Concentration-time Curve of BI 425809 in Plasma Over the Time Interval From 0 Extrapolated to Infinity (AUC0-∞),Detailed time frame is in the descriptio,Healthy,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03905096,https://clinicaltrials.gov/study/NCT03905096,Phase 1,Completed,primary,PK,Area Under the Concentration-time Curve of Donepezil in Plasma Over the Time Interval From 0 Extrapolated to Infinity (AUC0-∞),Detailed time frame is in the descriptio,Healthy,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03905096,https://clinicaltrials.gov/study/NCT03905096,Phase 1,Completed,primary,PK,Maximum Measured Concentration of BI 425809 in Plasma (Cmax),Detailed time frame is in the descriptio,Healthy,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03905096,https://clinicaltrials.gov/study/NCT03905096,Phase 1,Completed,primary,PK,Maximum Measured Concentration of Donepezil in Plasma (Cmax),Detailed time frame is in the descriptio,Healthy,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03905096,https://clinicaltrials.gov/study/NCT03905096,Phase 1,Completed,secondary,PK,Area Under the Concentration-time Curve of BI 425809 in Plasma Over the Time Interval From 0 to the Last Quantifiable Data Point (AUC0-tz),Detailed time frame is in the descriptio,Healthy,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03905096,https://clinicaltrials.gov/study/NCT03905096,Phase 1,Completed,secondary,PK,Area Under the Concentration-time Curve of Donepezil in Plasma Over the Time Interval From 0 to the Last Quantifiable Data Point (AUC0-tz),Detailed time frame is in the descriptio,Healthy,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03932916,https://clinicaltrials.gov/study/NCT03932916,Phase 1,Completed,primary,PK,Cmax of Donepezil,Blood samples collected over a 35 days p,AD,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03932916,https://clinicaltrials.gov/study/NCT03932916,Phase 1,Completed,primary,PK,AUClast of Donepezil,Blood samples collected over a 35 days p,AD,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT03932916,https://clinicaltrials.gov/study/NCT03932916,Phase 1,Completed,primary,PK,AUC0-∞ of Donepezil,Blood samples collected over a 35 days p,AD,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04013477,https://clinicaltrials.gov/study/NCT04013477,Phase 1,Completed,primary,PK,AUC,"patch : 21days, oral : 11days",Healthy,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04013477,https://clinicaltrials.gov/study/NCT04013477,Phase 1,Completed,primary,PK,Cmax,"patch : 21days, oral : 11days",Healthy,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04117178,https://clinicaltrials.gov/study/NCT04117178,Phase 4,Completed,primary,PK,Percentage of Participants With a Serum Concentration Within the Therapeutic Reference Range (TRR) at 12 Month Follow-up Visit.,Counted at the 12 month visit,Alzheimer Disease; Dementia; Dementia Alzheimers; Dementia With Lewy Bodies; Dementia in Parkinsons Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04308304,https://clinicaltrials.gov/study/NCT04308304,Phase 1,Completed,secondary,PK,Area Under the Plasma Concentration-Time Curve (AUC) From Dosing to 12 Hours Postdose (AUC0-12) of MK-1942,"Days 1, 7, 14, and 21 (morning dose only",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04308304,https://clinicaltrials.gov/study/NCT04308304,Phase 1,Completed,secondary,PK,AUC From Dosing to 24 Hours Postdose (AUC0-24) of MK-1942,"Days 1, 7, 14, and 21 (morning dose only",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04308304,https://clinicaltrials.gov/study/NCT04308304,Phase 1,Completed,secondary,PK,Maximum Plasma Concentration (Cmax) of MK-1942,"Days 1, 7, 14, and 21 (morning dose only",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04308304,https://clinicaltrials.gov/study/NCT04308304,Phase 1,Completed,secondary,PK,Trough Plasma Concentration (Ctrough) of MK-1942,"Days 1, 7, 14, and 21 (morning dose only",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04308304,https://clinicaltrials.gov/study/NCT04308304,Phase 1,Completed,secondary,PK,Time to Reach Maximum Plasma Concentration (Tmax) of MK-1942,"Days 1, 7, 14, and 21 (morning dose only",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04308304,https://clinicaltrials.gov/study/NCT04308304,Phase 1,Completed,secondary,PK,AUC0-24 of Donepezil,"Days 1, 7, 14, and 21 (morning dose only",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04308304,https://clinicaltrials.gov/study/NCT04308304,Phase 1,Completed,secondary,PK,Cmax of Donepezil,"Days 1, 7, 14, and 21 (morning dose only",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04308304,https://clinicaltrials.gov/study/NCT04308304,Phase 1,Completed,secondary,PK,Ctrough of Donepezil,"Days 1, 7, 14, and 21 (morning dose only",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04617782,https://clinicaltrials.gov/study/NCT04617782,Phase 1,Completed,primary,PK,Maximum Concentration (Cmax),35 days of each Treatment,Healthy Subjects,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT04617782,https://clinicaltrials.gov/study/NCT04617782,Phase 1,Completed,primary,PK,Area Under the Curve (AUC),35 days each Treatment,Healthy Subjects,No
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT06285240,https://clinicaltrials.gov/study/NCT06285240,Phase 1,Completed,secondary,PK,Panel A: Area Under the Plasma Concentration-Time Curve From 0 to 24 Hours (AUC0-24) After Administration of 6mg of MK-1167,"Day 1: Predose and 0.5, 1, 2, 3, 4, 6, 8",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT06285240,https://clinicaltrials.gov/study/NCT06285240,Phase 1,Completed,secondary,PK,Panel A: AUC0-24 After Administration of 3mg of MK-1167,"Days 8, 21: Predose and 0.5, 1, 2, 3, 4,",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT06285240,https://clinicaltrials.gov/study/NCT06285240,Phase 1,Completed,secondary,PK,Panel B: AUC0-24 After Administration of 6mg of MK-1167,"Days 1, 23, 31: Predose and 0.5, 1, 2, 3",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT06285240,https://clinicaltrials.gov/study/NCT06285240,Phase 1,Completed,secondary,PK,Panel A: Maximum Plasma Concentration (Cmax) After Administration of 6mg of MK-1167,"Day 1: Predose and 0.5, 1, 2, 3, 4, 6, 8",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT06285240,https://clinicaltrials.gov/study/NCT06285240,Phase 1,Completed,secondary,PK,Panel A: Cmax After Administration of 3mg of MK-1167,"Days 8, 21: Predose and 0.5, 1, 2, 3, 4,",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT06285240,https://clinicaltrials.gov/study/NCT06285240,Phase 1,Completed,secondary,PK,Panel B: Cmax After Administration of 6mg of MK-1167,"Days 1, 23, 31: Predose and 0.5, 1, 2, 3",Alzheimer's Disease,Yes
ACHE,chlorpyrifos; dieldrin,Donepezil,1996,INHIBITOR,NCT06285240,https://clinicaltrials.gov/study/NCT06285240,Phase 1,Completed,secondary,PK,Panel A: Plasma Concentration at 24 Hours (C24) After Administration of 6mg of MK-1167,"Day 1: Predose and 0.5, 1, 2, 3, 4, 6, 8",Alzheimer's Disease,Yes
