Target,Biomarker_category,Biomarker_measure,N_trials,N_PDneuro_trials,Drugs
DRD2,PK,Area under the concentration-time curve from zero up to the last measured concentration greater than the Lower Limit of Quantitation (LOQ) [AUC (0-t)] of total Despropylrotigotine,1,0,Rotigotine
DRD2,PK,Area under the concentration-time curve from zero up to the last measured concentration greater than the Lower Limit of Quantitation (LOQ) [AUC (0-t)] of total Desthienylethylrotigotine,1,0,Rotigotine
DRD2,PK,Area under the concentration-time curve from zero up to the last measured concentration greater than the Lower Limit of Quantitation (LOQ) [AUC (0-t)] of total Rotigotine,1,0,Rotigotine
DRD2,PK,Area under the concentration-time curve from zero up to the last measured concentration greater than the Lower Limit of Quantitation (LOQ) normalized [AUC (0-t)norm] of unconjugated Rotigotine,1,0,Rotigotine
DRD2,PK,Area under the concentration-time curve from zero up to the last measured concentration greater than the Lower Limit of Quantitation (LOQ) normalized by body weight [AUC (0-t)] of total Despropylrotigotine,1,0,Rotigotine
DRD2,PK,Area under the concentration-time curve from zero up to the last measured concentration greater than the Lower Limit of Quantitation (LOQ) normalized by body weight [AUC (0-t)] of total Desthienylethylrotigotine,1,0,Rotigotine
DRD2,PK,"Area Under the Concentration-Time Curve Infinity (AUC Infinity); Area Under the Concentration-Time Curve 28 (AUC 28), and Area Under the Concentration-Time Curve t (AUC t): Aripiprazole",1,0,Aripiprazole
DRD2,PK,"Area Under the Concentration-Time Curve Infinity (AUC Infinity); Area Under the Concentration-Time Curve 28 (AUC 28), and Area Under the Concentration-Time Curve t (AUC t): Dehydro-Aripiprazole",1,0,Aripiprazole
DRD2,PK,"Area Under the Concentration-time Curve of Pramipexole in Plasma at Steady State Over 24 Hours (AUC0-24,ss); in Case of ER up to the Time Point of Next Dosing (AUCtau,ss) for Pharmacokinetic (PK) Population (All Subjects",1,0,Pramipexole
DRD2,PK,"Area Under the Concentration-time Curve of Pramipexole in Plasma at Steady State Over 24 Hours (AUC0-24,ss); in Case of ER up to the Time Point of Next Dosing (AUCtau,ss) for PK Population (Excluding Subjects Due to Emes",1,0,Pramipexole
DRD2,PK,Area Under the Concentration-time Curve of Pramipexole in Plasma Over the Time Interval From 0 Extrapolated to Infinity (AUC0-∞),1,0,Pramipexole
DRD2,PK,Area Under the Concentration-time Curve of Pramipexole in Plasma Over the Time Interval From 0 to the Last Quantifiable Data Point (AUC0-tz),1,0,Pramipexole
DRD2,PK,"Area under the concentration-time curve of the analyte in plasma at steady state over a uniform dosing interval τ=0-24h (AUC0-24,ss) for ER",1,0,Pramipexole
DRD2,PK,"Area under the concentration-time curve of the analyte in plasma over the time interval 0 to 4h at steady state (AUC0-4,ss) for ER",1,0,Pramipexole
DRD2,PK,"Area under the concentration-time curve of the analyte in plasma over the time interval 0 to 8 h at steady state (AUC0-8,ss)",1,0,Pramipexole
DRD2,PK,"Area under the concentration-time curve of total Rotigotine in steady-state within one dosing interval (AUCtau,ss)",1,0,Rotigotine
DRD2,PK,"Area under the concentration-time curve of total Rotigotine in steady-state within one dosing interval normalized by Body Weight [AUCtau,ss,norm(BW)]",1,0,Rotigotine
DRD2,PK,"Area under the concentration-time curve of unconjugated Rotigotine in steady-state within one dosing interval (AUCtau,ss)",1,0,Rotigotine
DRD2,PK,"Area under the concentration-time curve of unconjugated Rotigotine in steady-state within one dosing interval normalized by Body Weight [AUCtau,ss,norm(BW)]",1,0,Rotigotine
DRD2,PK,"Area Under the Curve (AUC) for Active Moiety, 9-hydroxy-risperidone and Risperidone",1,0,Risperidone
DRD2,PK,"Area under the curve (AUC) for change in UPDRS Motor Score at 0, 10, 20 and 90 minutes",1,1,Apomorphine
DRD2,PK,Area under the curve (AUC) of TV-44749,1,0,Olanzapine
DRD2,PK,Area Under the Curve Extrapolated to Infinity (AUC∞) for Active Moiety,1,0,Risperidone
DRD2,PK,Area Under the Curve From Time Zero to End of Dosing Interval (AUCtau),1,0,Paliperidone
DRD2,PK,Area Under the Curve From Time Zero to End of Dosing Interval (AUCtau) of paliperidone palmitate,1,0,Paliperidone
DRD2,PK,Area under the curve of plasma apomorphine concentration - time values curve from treatment administration (t0) until 6h after (AUC0-6),1,1,Apomorphine
DRD2,PK,Area Under the Curve to the Last Quantified Concentration (AUClast) for Active Moiety,1,0,Risperidone
DRD2,PK,Area under the curve-AUC,1,0,Sulpiride
DRD2,PK,Area under the plasma concentration - time curve of risperidone,1,0,Risperidone
DRD2,PK,Area under the plasma concentration versus time curve (AUC),1,0,Risperidone
DRD2,PK,Area under the plasma concentration versus time curve (AUC0-t),1,0,Amisulpride
DRD2,PK,Area under the plasma concentration versus time curve (AUC0-∞),1,0,Amisulpride
DRD2,PK,Area Under the Plasma Concentration Versus Time Curve 168h (AUC168h) of Aripiprazole in Cohort 1,1,0,Aripiprazole
DRD2,PK,"Area Under the Plasma Concentration Versus Time Curve, From Time Zero to t, Where t is the Time of the Last Quantifiable Concentration (AUC(0-t)) - 7-Hydroxy-Chlorpromazine",1,0,Chlorpromazine; Promazine
DRD2,PK,"Area Under the Plasma Concentration Versus Time Curve, From Time Zero to t, Where t is the Time of the Last Quantifiable Concentration (AUC(0-t)) - Chlorpromazine",1,0,Chlorpromazine; Promazine
DRD2,PK,"Area Under the Plasma Concentration Versus Time Curve, With Extrapolation to Infinity (AUC(0-∞)) - 7-Hydroxy-Chlorpromazine",1,0,Chlorpromazine; Promazine
DRD2,PK,"Area Under the Plasma Concentration Versus Time Curve, With Extrapolation to Infinity (AUC(0-∞)) - Chlorpromazine",1,0,Chlorpromazine; Promazine
DRD2,PK,Area under the plasma concentration-time curve (AUC0-24h),1,0,Brexpiprazole
DRD2,PK,Area under the plasma concentration-time curve (AUC0-264h),1,0,Brexpiprazole
DRD2,PK,Area Under the Plasma Concentration-Time Curve During the First Dosing Interval (AUCtau),1,0,Domperidone
DRD2,PK,Area under the plasma concentration-time curve for AR-C124900XX (AUC 0-6h),1,0,Metoclopramide
DRD2,PK,Area under the plasma concentration-time curve for ticagrelor (AUC 0-6h),1,0,Metoclopramide
DRD2,PK,Area Under the Plasma Concentration-time Curve From 0 to 12 Hours Post Dose (AUC0-12) of Asenapine,1,0,Asenapine
DRD2,PK,"Area under the plasma concentration-time curve from 0 to 24 hours at steady-state (AUC (0-24), ss) for total Rotigotine",1,1,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from 0 to 24 hours at steady-state (AUC (0-24), ss) for unconjugated Rotigotine",1,1,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from 0 to 24 hours at steady-state normalized by apparent-dose (AUC (0-24), ss, norm (apparent-dose)) of total Rotigotine",1,1,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from 0 to 24 hours at steady-state normalized by apparent-dose (AUC (0-24), ss, norm (apparent-dose)) of unconjugated Rotigotine",1,1,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from 0 to 24 hours at steady-state normalized by Body Weight (AUC (0-24), ss, norm (BW)) for total Rotigotine",1,1,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from 0 to 24 hours at steady-state normalized by Body Weight (AUC (0-24), ss, norm (BW)) for unconjugated Rotigotine",1,1,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from 0 to 24 hours at steady-state normalized by drug content (AUC (0-24), ss, norm (mgdc)) for total Rotigotine",1,1,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from 0 to 24 hours at steady-state normalized by drug content (AUC (0-24), ss, norm (mgdc)) for unconjugated Rotigotine",1,1,Rotigotine
DRD2,PK,Area Under the Plasma Concentration-time Curve From 0 to the End of the Dosing Period (AUCtau) of Iloperidone - Phase B,1,0,Iloperidone
DRD2,PK,Area Under the Plasma Concentration-time Curve From 0 to the End of the Dosing Period (AUCtau) of Iloperidone - Phase C,1,0,Iloperidone
DRD2,PK,Area Under the Plasma Concentration-time Curve From 0 to the Last Measurable Concentration (AUClast) of Iloperidone - Phase B,1,0,Iloperidone
DRD2,PK,Area Under the Plasma Concentration-Time Curve From Time 0 to 28 Days (AUC0-28) of Aripiprazole After the Seventh and Eighth Doses of Aripiprazole IM Depot 400 mg,1,0,Aripiprazole
DRD2,PK,Area Under the Plasma Concentration-Time Curve From Time 0 to 56 Days (AUC0-56) of Aripiprazole After the Fourth Dose of Aripiprazole 2M LAI 960 mg,1,0,Aripiprazole
DRD2,PK,Area Under the Plasma Concentration-Time Curve From Time 29 to 56 Days (AUC29-56) After the Fourth Dose of Aripiprazole 2M LAI 960 mg,1,0,Aripiprazole
DRD2,PK,Area Under the Plasma Concentration-Time Curve From Time Zero to Infinite Time (AUC [0-infinity]),1,0,Risperidone
DRD2,PK,Area under the plasma concentration-time Curve from time zero to infinity (AUCinf) of iloperidone,1,0,Iloperidone
DRD2,PK,"Area under the plasma concentration-time Curve from time zero to infinity (AUCinf) of iloperidone metabolite P88 records, listed by subject. Summary statistics provided by impairment group and visit/time.",1,0,Iloperidone
DRD2,PK,Area under the plasma concentration-time Curve from time zero to infinity (AUCinf) of iloperidone metabolite P95,1,0,Iloperidone
DRD2,PK,"Area Under the Plasma Concentration-Time Curve From Time Zero to Last of Unchanged MP-214, M7 (Desmethyl Cariprazine) and M6 (Didesmethyl Cariprazine) at Day 14",1,0,Cariprazine
DRD2,PK,"Area under the plasma concentration-time curve from zero to 24 hours at steady state (AUC(0-24h),ss) for multiple-dose application (Period 2)",1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero to 24 hours at steady state normalized by apparent dose (mg) (AUC(0-24), ss, norm (apparent dose)) for multiple-dose application (Period 2)",1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero to 24 hours at steady state normalized by body weight (kg) (AUC(0-24h), ss, norm (BW)) for multiple-dose application (Period 2)",1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero to 24 hours at steady state normalized by drug content of patch (mg) (AUC(0-24), ss, norm (mgdc)) for multiple-dose application (Period 2)",1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to infinity (AUC(0-∞)),1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to infinity (AUC(0-∞)) for single-dose application (Period 1),1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to Infinity (AUC),1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to infinity normalized by apparent dose (mg) (AUC(0-∞) norm (apparent dose)),1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero up to infinity normalized by apparent dose (mg) (AUC(0-∞), norm (apparent dose)) for single-dose application (Period 1)",1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to infinity normalized by apparent dose (mg) (AUCnorm (apparent dose)),1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to infinity normalized by body weight (kg) (AUC(0-∞) norm (BW)),1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero up to infinity normalized by body weight (kg) (AUC(0-∞), norm (BW)) for single-dose application (Period 1)",1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to infinity normalized by body weight (kg) (AUCnorm (BW)),1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero up to infinity normalized by drug content of patch (mg) (AUC(0-∞), norm (mgdc)) for single-dose application (Period 1)",1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to the last analytically quantifiable concentration (AUC 0-tz) for single-dose application (Period 1),1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to the last analytically quantifiable concentration (AUC(0-t)),1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero up to the last analytically quantifiable concentration normalized by apparent dose (mg) (AUC(0-tz), norm (apparent dose)) for single-dose application (Period 1)",1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero up to the last analytically quantifiable concentration normalized by body weight (kg) (AUC(0-tz), norm (BW)) for single-dose application (Period 1)",1,0,Rotigotine
DRD2,PK,"Area under the plasma concentration-time curve from zero up to the last analytically quantifiable concentration normalized by drug content of patch (mg) (AUC(0-tz), norm (mgdc)) for single-dose application (Period 1)",1,0,Rotigotine
DRD2,PK,Area under the plasma concentration-time curve from zero up to the last analytically quantifiable concentration of unconjugated Rotigotine (AUC 0-t),1,0,Rotigotine
DRD2,PK,Area Under the Plasma Concentration-time Curve Over the Dosing Interval,1,0,Risperidone
DRD2,PK,Area Under the plasma Curve (AUC) of iloperidone metabolite P88,1,0,Iloperidone
DRD2,PK,Area Under the plasma Curve (AUC) of iloperidone metabolite P95,1,0,Iloperidone
DRD2,PK,Area under the plasma drug concentration-time curve (AUC),1,0,Olanzapine
DRD2,PK,Areas under concentration-time curve (AUC) for risperidone metabolites,1,0,Risperidone
DRD2,PK,Aripiprazole Area Under the Concentration-time Curve at Steady-state (AUCτ),1,0,Aripiprazole
DRD2,PK,Aripiprazole Area Under the Plasma Concentration-time Profile From Time 0 Extrapolated to Infinite Time (AUCinf) Following Aripiprazole Alone and When Coadministered With DVS SR,1,0,Aripiprazole
DRD2,PK,Aripiprazole Maximum (Peak) Plasma Concentration (Tmax),1,0,Aripiprazole
DRD2,PK,Aripiprazole Maximum Observed Plasma Concentration (Cmax) Following Aripiprazole Alone and When Coadministered With DVS SR,1,0,Aripiprazole
DRD2,PK,"Aripiprazole Maximum Steady State Plasma Concentration (Css,Max)",1,0,Aripiprazole
DRD2,PK,"Aripiprazole Minimum Steady State Plasma Concentration (Css,Min)",1,0,Aripiprazole
DRD2,PK,"Aripiprazole Steady-state Plasma Concentration (Css,Avg)",1,0,Aripiprazole
DRD2,PK,Aripiprazole Time for Cmax (Tmax) Following Aripiprazole Alone and When Coadministered With DVS SR,1,0,Aripiprazole
DRD2,PK,AUC (area under the plasma concentration-time curve) of escitalopram,1,0,Quetiapine
DRD2,PK,"AUC (area under the plasma concentration-time curve)of quetiapine, moxifloxacin",1,0,Quetiapine
DRD2,PK,AUC 0-last,1,0,Aripiprazole
DRD2,PK,AUC after single dose of dexpramipexole,1,0,Pramipexole
DRD2,PK,AUC extrapolated to infinity (AUC0-∞),1,0,Olanzapine
DRD2,PK,"AUC for UPDRS Motor Scores at predose, 10, 20 and 60 minutes",1,1,Apomorphine
DRD2,PK,AUC from time zero to infinity [PK],1,0,Brexpiprazole
DRD2,PK,AUC of oral olanzapine,1,0,Olanzapine
DRD2,PK,AUC of ZYPREXA,1,0,Olanzapine
DRD2,PK,AUC(0- ∞) Norm (Apparent Dose),1,0,Rotigotine
DRD2,PK,AUC(0- ∞) Norm (Body Weight),1,0,Rotigotine
DRD2,PK,AUC(0- ∞) of Unconjugated Rotigotine,1,0,Rotigotine
DRD2,PK,AUC(0-72h),1,0,Olanzapine
DRD2,PK,"AUC(0-8), Cmax. Safety (adverse events, vital signs, ECG, laboratory parameters), Change in BP, Incidence of adverse events. Number of periodic limb movements and Number of periodic limb movements per hour (as measured b",1,0,Ropinirole
DRD2,PK,AUC(0-tz) Norm (Body Weight) of Unconjugated Rotigotine,1,0,Rotigotine
DRD2,PK,AUC(0-tz) Norm (BW) of Unconjugated Rotigotine,1,0,Rotigotine
DRD2,PK,AUC(0-tz)Norm (Apparent Dose) of Unconjugated Rotigotine,1,0,Rotigotine
DRD2,PK,AUC(0-tz)Norm (BW) of Unconjugated Rotigotine,1,0,Rotigotine
DRD2,PK,AUC(0-∞) Norm (Apparent Dose),1,0,Rotigotine
DRD2,PK,AUC(0-∞) Norm (BW),1,0,Rotigotine
DRD2,PK,AUC0-10 (area under concentration-time curve of pramipexole in blood plasma over the time interval from 0 to the median tmax in the fasted state),1,0,Pramipexole
DRD2,PK,AUC0-12,1,0,Clozapine
DRD2,PK,"AUC0-24 (area under concentration-time curve of pramipexole in blood plasma over the time interval from 0 to 24 h after drug administration),",1,0,Pramipexole
DRD2,PK,AUC0-24 Hours of 7-hydroxy Ropinirole,1,1,Ropinirole
DRD2,PK,AUC0-24 Hours of N-despropyl Ropinirole,1,1,Ropinirole
DRD2,PK,AUC0-24 Hours of Ropinirole,1,1,Ropinirole
DRD2,PK,"AUC0-24,ss for IR",1,0,Pramipexole
DRD2,PK,"AUC0-24,ss for IR (area under the concentration-time curve of the analyte in plasma over the time interval 0 to 24 hours at steady state) (This parameter was calculated as 3 times of AUC0-8,ss.)",1,0,Pramipexole
DRD2,PK,AUC0-28 After the First Dose of Aripiprazole IM Depot 400 mg,1,0,Aripiprazole
DRD2,PK,AUC0-28 After the Fourth Dose of Aripiprazole 2M LAI 960 mg,1,0,Aripiprazole
DRD2,PK,AUC0-30 (area under the concentration time curve of pramipexole in blood plasma over the time interval 0 to 30 h after drug administration),1,0,Pramipexole
DRD2,PK,AUC0-56 After the First Dose of Aripiprazole 2M LAI 960 mg,1,0,Aripiprazole
DRD2,PK,"AUC0-6,11 for the immediate release (IR) formulation",1,0,Pramipexole
DRD2,PK,AUC0-72h,1,0,Cabergoline
DRD2,PK,"AUC0-8,ss for IR (area under the concentration-time curve of the analyte in plasma over the time interval 0 to 8 hours at steady state)",1,0,Pramipexole
DRD2,PK,AUC0-t,1,0,Risperidone
DRD2,PK,AUC0-t、AUC0-∞,1,0,Iloperidone
DRD2,PK,AUC0-τ(ss),1,0,Paliperidone
DRD2,PK,AUC0-∞,1,0,Aripiprazole
DRD2,PK,"AUC0-∞ (area under the concentration-time curve of pramipexole in blood plasma over the time interval from 0 extrapolated to infinity),",1,0,Pramipexole
DRD2,PK,AUC168h of Aripiprazole and Sertraline in Cohort 2,1,0,Aripiprazole
DRD2,PK,AUC672h,1,0,Aripiprazole
DRD2,PK,AUCextrap,1,0,Risperidone
DRD2,PK,AUClast,1,0,Chlorpromazine; Promazine
DRD2,PK,AUCt,1,0,Pramipexole
DRD2,PK,AUCτ for Active Moiety,1,0,Risperidone
